_ArtworkIDpk,_ArtistIDpk,ART_TITLE,ARTIST_ MAKER _ AUTHOR,DATE_text,DETAILS_label,_ExhIDfk,Exhibition::EXHIBITION TITLE
111,29,Internationale Situationniste,Anon.,n.d.,"Bulletin No.3.  Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
112,29,Internationale Situationniste,Anon.,n.d.,"Bulletin No.6.  Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
113,223,Detourned (Not Stan Lee) Comic Strip,Internationale Situationniste,n.d.,leaflet.Loans courtesy Derek Harris,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
114,223,Detourned (Le ProlŽtariat Comme Sujet Et Comme ReprŽsentation: La Societe Du Spectacle Par Guy Debord),Internationale Situationniste,n.d.,comic strip. Loans courtesy Derek Harris,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1944,0,Cercle Ouvert: Le Surrealisme Est-Il Mort Ou Vivant?,"Guy Debord, No‘l Arnaud, Robert Amadou, Henri Lefebvre, Jacques Sternberg and Tristan Tzara",1956,"card, 18 November, 1956. Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1945,0,Fin De Copenhague,Asger Jorn and Guy Debord,1957,"collage book, signed by Asger Jorn & Guy Debord,  Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1946,0,Fin De Copenhague,Asger Jorn and Guy Debord,1957,"signed by Asger Jorn and Guy Debord, 1957. Loans courtesy John Hansard Gallery, Southampton",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1947,0,MŽmoires,Guy Debord and Asger Jorn,1959,"book with sandpaper cover. Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1948,0,Memoires,Guy Debord and Asger Jorn,1959,book with sandpaper cover.Loans courtesy Derek Harris,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1949,0,Pour La Forme,"Asger Jorn, Internationale Situationniste",1961,"book. Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1950,0,William Burroughs And Alexander Trocchi,"Randal Beattie, William S. Burroughs and Alexander Trocchi",1964,"Television broadcast: Daniel Farson interviews William Burroughs and Alexander Trocchi, 27 January, 1964. Part of ÔSomething to SayÕ, produced by Associated-Rediffusion and directed by Randal Beattie. Courtesy British Film Institute Archive, transfered from 16mm film to DVD by tk-one.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1951,0,Long Live The Victory Of The Dictatorship Of The Proletariat!,"Chinese Communist Party, Karl Marx and Friedrich Engels",1971,Pamphlet. Loans courtesy Paul Gorman.,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1952,0,I Groaned With PainÉ,Malcolm McLaren and Vivienne Westwood,1974,"t-shirt (pink) , Loans courtesy of Estate of Malcolm McLaren",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1953,0,I Groaned With PainÉ,Malcolm McLaren and Vivienne Westwood,1974,t-shirt (green)   Courtesy of Private Collection/ Malcolm McLaren Estate,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1954,0,Leaving The 20th Century: The Incomplete Works Of The Situationist International,Christopher Gray and design by Jamie Reid,1974,publication.Loans courtesy Derek Harris,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1955,0,Dangerously Close To Love,Malcolm McLaren and Vivienne Westwood,1976,"Anarchy Shirt, Private Collection",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1956,0,God Save The Queen,Malcolm McLaren and Vivienne Westwood,1977,"Muslin Top, Loans courtesy of Estate of Malcolm McLaren",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1957,0,Snow White & The Sir Punks,Malcolm McLaren and Vivienne Westwood,1978,handkerchief. Loans courtesy of Estate of Malcolm McLaren,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1958,0,Vive Le Rock/Punk Rock Disco,Malcolm McLaren and Vivienne Westwood,1978,"t-shirt design, Photographs courtesy Hiroshi Fujiwara Collection. Loans courtesy Paul Gorman.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1959,0,Dance Saturday Night,Malcolm McLaren and Vivienne Westwood,1976-77,t-shirt design. Photograph courtesy Hiroshi Fujiwara Collection. Loans courtesy Paul Gorman.,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1960,0,The Totality For Kids,"Raoul Vaneigem, Internationale Situationniste",1968 c.,booklet.Loans courtesy Derek Harris,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1961,0,Hands Off Alexander Trocchi,"Guy Debord, Jacqueline de Jong and Asger Jorn",n.d.,"tract.  Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1962,0,The Naked City,Asger Jorn and Guy Debord,n.d.,"psychogeography poster map.  Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1963,0,Internationale Situationniste Poster,Raoul Vaneigem and Andre Bernard,n.d.,Loans courtesy Derek Harris,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1964,0,Internationale Situationniste Poster,Raoul Vaneigem and Andre Bernard,n.d.,Loans courtesy Derek Harris,2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1965,0,"Finis Les Pieds Plats, LÕinternationale Lettriste:","Serge Berna, Jean-I Brau, Guy-Ernest Debord and Gil J. Wolman",n.d. ,"leaflet.  Loans courtesy of ÔThe Situationist International: John McCready ArchiveÕ held at Liverpool, John Moores University. Curator and Research Consultant: Prof. Colin Fallows.",2015_9_EYES_FOR,Eyes For Blowing Up Bridges
1673,224,If You Go Away,Invisible Flock,2015,A site specific adventure game delivered through an app launching Autumn 2015.,2015_9_IF_YOU,Invisible Flock: If You Go Away
115,498,The Black Sun,Shezad Dawood,2010,"Wall-mounted neon, diameter 110 cm. Courtesy of the artist and Galerie Gabriel Rolt, Amsterdam",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
116,498,A Mystery Play,Shezad Dawood,2010,"Super 16mm transferred to HD, 15 minutes. Courtesy of the artist and LUX, London",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
117,498,Equinox,Shezad Dawood,2012,"Wall-mounted neon, 120 x 170 cm. Courtesy of the artist and Galerie Gabriel Rolt, Amsterdam",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
118,498,Wolf Panel Iv,Shezad Dawood,2013,"Acrylic on vintage textile, 112 x 143 cm. Courtesy of the artist and Galerie Gabriel Rolt, Amsterdam",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
119,498,My Life As A Dog,Shezad Dawood,2013,"Bronze, 29 x 16.5 x 8.5 cm. Courtesy of the artist and Galerie Gabriel Rolt, Amsterdam",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
120,498,Towards The Possible Film,Shezad Dawood,2014,"Super 16mm transferred to HD, 20 minutes. Commissioned by Film and Video Umbrella and Delfina Foundation",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
121,498,Godstown (Winter Morning),Shezad Dawood,2015,"Acrylic on vintage textile, 189.5 x 265.5 cm. Courtesy of the artist and Galerie Gabriel Rolt, Amsterdam.",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
122,498,"IÕm So In, I See Ravel",Shezad Dawood,2015,"Digital animation, 4 minutes 52 seconds. Courtesy of the artist and Factum Arte, Madrid.",2015_7_TOWARDS_THE,Shezad Dawood: Towards The Possible Film
123,303,Untitled (Mirror Lamp),Kitty Kraus,2006,"Mirrors, lamp. Courtesy the artist and Galerie Neu, Berlin.",2015_5_AN_INTERVENTION,An Intervention
124,303,Untitled (Suit Cloth),Kitty Kraus,2009,"Suit cloth. Courtesy the artist and Galerie Neu, Berlin.",2015_5_AN_INTERVENTION,An Intervention
125,54,Presence At Night,Bojan _ar_evi_,2010,"Wooden stick, human hair. Courtesy the artist and Stuart Shave/Modern Art, London",2015_5_AN_INTERVENTION,An Intervention
126,436,Hang On,Phillip Lai,2012,"Wood, jute, cooking pots, rope. Courtesy the artist and Stuart Shave/Modern Art, London.",2015_5_AN_INTERVENTION,An Intervention
127,436,Hang On,Phillip Lai,2012,"Wood, jute, cooking pots, rope. Courtesy the artist and Stuart Shave/Modern Art, London.",2015_5_AN_INTERVENTION,An Intervention
128,54,Metabidiminished,Bojan _ar_evi_,2013,"Onyx, wax. Courtesy the artist and Stuart Shave/Modern Art, London",2015_5_AN_INTERVENTION,An Intervention
129,436,The Thing Of It,Phillip Lai,2014,"Tyre pieces, aluminium basin. Courtesy the artist and Stuart Shave/Modern Art, London.",2015_5_AN_INTERVENTION,An Intervention
130,217,"Tooth House, Tooth",Ian Kiaer,2014,"Plastic and electrical fan, concrete, cardboard, plexiglas, fluorescent tubing and plywood. Courtesy the artist and Alison Jacques Gallery.",2015_5_AN_INTERVENTION,An Intervention
131,17,Cooling Pools (South),Alice Channer,2015,"Mirror polished and laser cut stainless steel, cast and mirror polished aluminium, accordion pleated snake skin heat-embossed stretch polyester, wet-look snake print stretch leggings, pelletised HDPE. Courtesy the artist.",2015_5_AN_INTERVENTION,An Intervention
132,17,Cl. Vin1263f,Alice Channer,2015,"Cast, pigmented, translucent polyurethane resin. Courtesy the artist.",2015_5_AN_INTERVENTION,An Intervention
133,17,Mplm07,Alice Channer,2015,"Cast, pigmented, translucent polyurethane resin. Courtesy the artist.",2015_5_AN_INTERVENTION,An Intervention
5496,177,Butterfly Effect,Gordon Cheung,2002,,2015_5_AN_INTERVENTION,An Intervention
134,552,The Script,Uriel Orlow,2013,"60 pencil drawings, 21 _ 29.7cm each.",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
135,552,The Score,Uriel Orlow,2013,"Audio on record, 15min.",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
136,552,The Storyboard,Uriel Orlow,2013,"Drawings, booklet 28 _ 22cm, 16 pages.",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
137,552,The Stills,Uriel Orlow,2013,"Photographs, Archival pigment prints, 36 _ 36cm",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
138,552,The Closing Credits,Uriel Orlow,2013,"16mm film, Transparency, 6Õ 58Ó loop.",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
139,552,The Reconnaissance,Uriel Orlow,2012-13,"Wallpaper image, audio, sandbox, photographs on aluminium, slide projection.",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
140,552,The Voiceover,Uriel Orlow,2012-13,"Audio (5.1 surround sound), dimming light, 30min.",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
141,552,The Staging,Uriel Orlow,2012-13,"HD video, silent, 10min.",2015_3_UNMADE_FILM,Uriel Orlow: Unmade Film
142,545,Exit Strategy,Tom Dale,2014,,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
143,545,The Conservatory,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
144,545,Shared Attention,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
145,545,Rock On Standby,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
146,545,Floats,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
147,545,Shade Stack,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
148,545,Terminal Blue,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
149,545,Infinity Wall,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
150,545,Green Rules Slap £50 On Your Family Ferry Fare To France,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
151,545,Thousands Of ÔFakeÕ Students At New Colleges,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
152,545,Madonna With The Big Boobies,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
153,545,"Home Safer Than Hospital For Birth, Mothers Told",Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
154,545,Buffer Point Derivatives,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
155,545,After London,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
156,545,Leaf Blower,Tom Dale,2014,Courtesy the artist and Copperfield Gallery,2014_12_TERMINAL_BLUE,Tom Dale: Terminal Blue
1674,347,"I Sleep But Feel I March. Concept Poster, Lutyens Memorial Project",Mark Anstee,2014,mixed media on paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1675,347,Lutyens Memorial Project: ArtistÕs Impression,Mark Anstee,2014,mixed media on cotton paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1676,347,Lutyens Memorial Project: Concept Drawing 1,Mark Anstee,2014,graphite and crayon on paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1677,347,Lutyens Memorial Project: Concept Drawing 2,Mark Anstee,2014,graphite and crayon on paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1678,347,Lutyens Memorial Project: Concept Drawing 3,Mark Anstee,2014,graphite and crayon on paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1679,347,Lutyens Memorial Project: Concept Drawing 4,Mark Anstee,2014,white contŽ & crayon on brass-rubbing paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1680,347,"Lutyens Memorial Project: Observational Drawing Of Recumbent Figure, Manchester Cenotaph",Mark Anstee,2014,white contŽ & crayon on brass-rubbing paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1681,347,Redblueredblue: Days 16/12,Mark Anstee,2014,acrylic marker on drafting film,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1682,347,Redblueredblue: Days 17/15,Mark Anstee,2014,acrylic marker on drafting film,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1683,347,Redblueredblue: Days 3/23,Mark Anstee,2014,acrylic marker on drafting film,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1684,347,Redblueredblue: Days 22/6,Mark Anstee,2014,acrylic marker on drafting film,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1685,347,Redblueredblue: Dazzle Design,Mark Anstee,2014,acrylic on paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1686,347,Siege Mentally: Concept Poster For Redblueredblue,Mark Anstee,2014,mixed media on paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1687,347,Encounter Study 1:72 Scale,Mark Anstee,2003,graphite on paper,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1688,347,Jaggerman: Study For The Monument,Mark Anstee,2009,"drawing and audio (Anstee-Cowburn) graphite on gesso paper and audio loop, duration 9Õ 23Ó",2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1689,347,Stonehenge Portal,Mark Anstee,2013,silverpoint on gesso paper on drawing board,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1934,0,Redblueredblue: A Short Film By Gabi Cowburn,Mark Anstee and Gabi Cowburn,2014,film duration 2Õ 55Ó,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
1935,0,Encounter: A Short Film By Gabi Cowburn,Mark Anstee and Gabi Cowburn,2004,Film duration 14Õ 45Ó,2014_10_ENCHANTMENT_OF,Mark Anstee: Enchantment of Distance
157,568,A Rake's Progress,William Hogarth,1735,Including The DebtorÕs Prison. Etching and engraving. Courtesy Northern Gallery of Contemporary Art.,2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
158,221,"Financial District Bark, Series: The Real Fight Club",Immo Klink,2004,Vinyl banner. Courtesy the artist,2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
159,221,"Financial District Testos, Series: The Real Fight Club",Immo Klink,2004,Vinyl banner. Courtesy the artist,2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
160,221,"Financial District Girl, Series: The Real Fight Club",Immo Klink,2004,Vinyl banner. Courtesy the artist,2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
161,551,Schamdruck (The Pressure Of Prudency),Ulf Aminde,2009,"DVD, duration 1 minute. Courtesy Galerie Tanja Wagner, Berlin.",2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
162,539,"$49,983: Total Amount Of Money Rendered In Exchange For A Masters Of Fine Arts Degree To The School Of The Art Institute Of Chicago, Pulped Into Four Sheets Of Paper",Thomas Gokey,2012,Work on paper. Courtesy of the artist.,2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
163,387,Debt And Her Debtors,Molly Crabapple,2012,Oil on canvas. Private Collection.,2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
164,45,The Market Will Save Us,Bill Balaskas,2013,"Photograph of banner, originally 2340 x 680cm. Courtesy the artist and Kalfayan Galleries, Athens.",2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
165,244,The Detoxification Of Capitalism And Freedom,Jane Lawson,2014,"Digital video, duration 10min. 7sec. Courtesy the artist.",2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
166,287,Money Map Of Bermuda,Justine Smith,2014,Inkjet print. Courtesy the artist.,2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
167,177,The City Of Palaces,Gordon Cheung,2014,"Stock market newspaper, acrylic, archival inkjet, sand and acrylic on canvas stretched over tulipwood. Courtesy Lehmann Maupin; Gallery, New York, and Edel Asanti, London.",2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
168,221,Financial District,Immo Klink,2000-2014,"Photos & Footage: 2000-2014; Audio: 2013-2014; Digital slide show, duration 16 minutes. Courtesy the artist",2014_10_SHOW_ME,Show Me The Money: The image of finance 1700 to the present
